timestamp_utc,N_obs,trial,role,client_index,t_send_ns,t_recv_ns,latency_ms,status
2026-02-12T05:50:19.679331+00:00,2,43,observer,2,4697184354079755,4697185652553603,1298.473848,ok
2026-02-12T05:50:19.679532+00:00,2,44,controller,0,4697185652644886,4697185652742898,0.098012,ok
2026-02-12T05:50:19.679532+00:00,2,44,observer,1,4697185652644886,4697185652751685,0.106799,ok
2026-02-12T05:50:19.679532+00:00,2,44,observer,2,4697185652644886,4697185652759379,0.114493,ok
2026-02-12T05:50:19.679649+00:00,2,45,controller,0,4697185652792705,4697185652855953,0.063248,ok
2026-02-12T05:50:19.679649+00:00,2,45,observer,1,4697185652792705,4697185652863135,0.07043,ok
2026-02-12T05:50:19.679649+00:00,2,45,observer,2,4697185652792705,4697185652877060,0.084355,ok
2026-02-12T05:50:19.679797+00:00,2,46,controller,0,4697185652906064,4697185652996889,0.090825,ok
2026-02-12T05:50:19.679797+00:00,2,46,observer,1,4697185652906064,4697185653016608,0.110544,ok
2026-02-12T05:50:19.679797+00:00,2,46,observer,2,4697185652906064,4697185653025286,0.119222,ok
2026-02-12T05:50:19.679925+00:00,2,47,controller,0,4697185653054479,4697185653144638,0.090159,ok
2026-02-12T05:50:19.679925+00:00,2,47,observer,1,4697185653054479,4697185653128960,0.074481,ok
2026-02-12T05:50:19.679925+00:00,2,47,observer,2,4697185653054479,4697185653152605,0.098126,ok
2026-02-12T05:50:19.680032+00:00,2,48,controller,0,4697185653180380,4697185653238541,0.058161,ok
2026-02-12T05:50:19.680032+00:00,2,48,observer,1,4697185653180380,4697185653245571,0.065191,ok
2026-02-12T05:50:19.680032+00:00,2,48,observer,2,4697185653180380,4697185653259503,0.079123,ok
2026-02-12T05:50:19.680152+00:00,2,49,controller,0,4697185653287419,4697185653372484,0.085065,ok
2026-02-12T05:50:19.680152+00:00,2,49,observer,1,4697185653287419,4697185653356915,0.069496,ok
2026-02-12T05:50:19.680152+00:00,2,49,observer,2,4697185653287419,4697185653380132,0.092713,ok
2026-02-12T05:50:19.888414+00:00,4,0,controller,0,4697185861040034,4697185861568127,0.528093,ok
2026-02-12T05:50:19.888414+00:00,4,0,observer,1,4697185861040034,4697185861586210,0.546176,ok
2026-02-12T05:50:19.888414+00:00,4,0,observer,2,4697185861040034,4697185861598448,0.558414,ok
2026-02-12T05:50:19.888414+00:00,4,0,observer,3,4697185861040034,4697185861609806,0.569772,ok
2026-02-12T05:50:19.888414+00:00,4,0,observer,4,4697185861040034,4697185861637200,0.597166,ok
2026-02-12T05:50:19.888745+00:00,4,1,controller,0,4697185861740436,4697185861905527,0.165091,ok
2026-02-12T05:50:19.888745+00:00,4,1,observer,1,4697185861740436,4697185861920966,0.18053,ok
2026-02-12T05:50:19.888745+00:00,4,1,observer,2,4697185861740436,4697185861948447,0.208011,ok
2026-02-12T05:50:19.888745+00:00,4,1,observer,3,4697185861740436,4697185861959929,0.219493,ok
2026-02-12T05:50:19.888745+00:00,4,1,observer,4,4697185861740436,4697185861970982,0.230546,ok
2026-02-12T05:50:19.889054+00:00,4,2,controller,0,4697185862062748,4697185862219723,0.156975,ok
2026-02-12T05:50:19.889054+00:00,4,2,observer,1,4697185862062748,4697185862232887,0.170139,ok
2026-02-12T05:50:19.889054+00:00,4,2,observer,2,4697185862062748,4697185862244506,0.181758,ok
2026-02-12T05:50:19.889054+00:00,4,2,observer,3,4697185862062748,4697185862269624,0.206876,ok
2026-02-12T05:50:19.889054+00:00,4,2,observer,4,4697185862062748,4697185862280680,0.217932,ok
